Index,Segment,Date,Time,TimeZone,State1,State2,State3,Fujita,Fatalities,Injuries,Width,Length,County1,County2,County3,County4,County5,County6,County7,County8,County9,County10,County11,County12,Damage,CropLoss,TouchdownLat,TouchdownLon,LiftoffLat,LiftoffLon,NumberOfStates,StateTor,TorNum,RecordStatus
19980111.5.1,Summary,1998-01-11,17:23:00,3,Arkansas,-,-,0,0,0,30,3.9,Miller,-,-,-,-,-,-,-,-,-,-,-,-,,33.05,-94.02,33.08,-93.97,1,,7,Unmodified
19980111.5.2,Summary,1998-01-11,17:32:00,3,Arkansas,-,-,0,0,0,30,2.7,Miller,-,-,-,-,-,-,-,-,-,-,-,-,,33.05,-93.97,33.07,-93.93,1,,8,Unmodified
19980111.5.3,Summary,1998-01-11,17:33:00,3,Arkansas,-,-,0,0,0,30,5.8,Miller,Lafayette,-,-,-,-,-,-,-,-,-,-,-,,33.03,-93.9,33.08,-93.83,1,,9,Unmodified
19980210.5.4,Summary,1998-02-10,17:45:00,3,Arkansas,-,-,1,0,0,50,2,Chicot,-,-,-,-,-,-,-,-,-,-,-,$0.08,,33.33,-91.28,33.33,-91.28,1,,19,Unmodified
19980330.5.5,Summary,1998-03-30,20:25:00,3,Arkansas,-,-,1,0,0,130,1.2,Benton,-,-,-,-,-,-,-,-,-,-,-,$0.1,,36.4,-94.45,36.42,-94.43,1,,53,Unmodified
19980408.5.6,Summary,1998-04-08,17:20:00,3,Arkansas,-,-,0,0,0,30,0.5,Crittenden,-,-,-,-,-,-,-,-,-,-,-,$0.001,,35.22,-90.2,35.22,-90.2,1,,150,Unmodified
19980415.5.7,Summary,1998-04-15,20:45:00,3,Arkansas,-,-,0,0,0,100,2,Van Buren,-,-,-,-,-,-,-,-,-,-,-,-,,35.58,-92.48,35.6,-92.45,1,,217,Unmodified
19980416.5.8,Summary,1998-04-16,01:50:00,3,Arkansas,-,-,4,2,12,400,5,Mississippi,-,-,-,-,-,-,-,-,-,-,-,$0.35,,35.87,-90.18,35.9,-90.13,1,,874,Unmodified
19980416.5.9,Summary,1998-04-16,02:25:00,3,Arkansas,-,-,1,0,0,50,0.5,Mississippi,-,-,-,-,-,-,-,-,-,-,-,$0.03,,35.92,-89.92,35.92,-89.92,1,,876,Unmodified
19980416.5.10,Summary,1998-04-16,07:15:00,3,Arkansas,-,-,0,0,0,100,1,Pulaski,-,-,-,-,-,-,-,-,-,-,-,-,,34.73,-92.1,34.73,-92.08,1,,220,Unmodified
19980416.5.11,Summary,1998-04-16,07:16:00,3,Arkansas,-,-,0,0,0,100,2,Lonoke,-,-,-,-,-,-,-,-,-,-,-,-,,34.73,-92.07,34.75,-92.05,1,,221,Unmodified
19980416.5.12,Summary,1998-04-16,10:20:00,3,Arkansas,-,-,0,0,0,30,0.2,Poinsett,-,-,-,-,-,-,-,-,-,-,-,$0.001,,35.63,-90.72,35.63,-90.72,1,,875,Unmodified
19980426.5.13,Summary,1998-04-26,00:30:00,3,Arkansas,-,-,1,0,0,150,16.5,Saline,-,-,-,-,-,-,-,-,-,-,-,-,,34.5,-92.7,34.7,-92.55,1,,218,Unmodified
19980427.5.14,Summary,1998-04-27,00:50:00,3,Arkansas,-,-,0,0,0,80,4.5,Pulaski,-,-,-,-,-,-,-,-,-,-,-,-,,34.7,-92.55,34.77,-92.53,1,,219,Unmodified
19980506.5.15,Summary,1998-05-06,18:39:00,3,Arkansas,-,-,0,0,0,50,0.5,Crawford,-,-,-,-,-,-,-,-,-,-,-,-,,35.68,-94.08,35.68,-94.08,1,,277,Unmodified
19980506.5.16,Summary,1998-05-06,22:31:00,3,Arkansas,-,-,1,0,0,300,3,Garland,-,-,-,-,-,-,-,-,-,-,-,$0.5,,34.47,-93.1,34.47,-93.03,1,,288,Unmodified
19980509.5.18,Summary,1998-05-09,17:35:00,3,Arkansas,-,-,1,0,0,50,14,Lawrence,Greene,-,-,-,-,-,-,-,-,-,-,$0.07,,36.05,-90.92,36.1,-90.7,1,,1086,Unmodified
19980509.5.17,Summary,1998-05-09,17:35:00,3,Arkansas,-,-,0,0,0,100,3.5,Ouachita,-,-,-,-,-,-,-,-,-,-,-,-,,33.65,-92.8,33.67,-92.75,1,,287,Unmodified
19980509.5.19,Summary,1998-05-09,19:36:00,3,Arkansas,-,-,0,0,0,50,1,Ashley,-,-,-,-,-,-,-,-,-,-,-,-,,33.23,-91.52,33.23,-91.52,1,,234,Unmodified
19980604.5.20,Summary,1998-06-04,21:15:00,3,Arkansas,-,-,1,0,0,250,15.5,Polk,-,-,-,-,-,-,-,-,-,-,-,$0.1,,34.42,-94.43,34.57,-94.25,1,,482,Unmodified
19980604.5.21,Summary,1998-06-04,21:15:00,3,Arkansas,-,-,1,0,0,250,21,Polk,-,-,-,-,-,-,-,-,-,-,-,-,,34.35,-94.45,34.52,-94.18,1,,483,Unmodified
19980604.5.22,Summary,1998-06-04,23:32:00,3,Arkansas,-,-,1,0,0,100,5.2,Pulaski,Lonoke,-,-,-,-,-,-,-,-,-,-,-,,34.92,-92.15,34.92,-92.08,1,,484,Unmodified
19980604.5.23,Summary,1998-06-04,23:32:00,3,Arkansas,-,-,1,0,0,250,5,Lonoke,-,-,-,-,-,-,-,-,-,-,-,-,,34.83,-92.07,34.85,-91.98,1,,486,Unmodified
19980604.5.24,Summary,1998-06-04,23:36:00,3,Arkansas,-,-,1,0,0,250,3.5,Lonoke,-,-,-,-,-,-,-,-,-,-,-,-,,34.77,-91.93,34.78,-91.87,1,,487,Unmodified
19980608.5.25,Summary,1998-06-08,23:01:00,3,Arkansas,-,-,0,0,0,50,1,Sebastian,-,-,-,-,-,-,-,-,-,-,-,-,,35.12,-94.4,35.13,-94.38,1,,278,Unmodified
19980613.5.26,Summary,1998-06-13,18:48:00,3,Arkansas,-,-,0,0,0,50,0.1,Marion,-,-,-,-,-,-,-,-,-,-,-,-,,36.38,-92.57,36.38,-92.57,1,,488,Unmodified
19980613.5.27,Summary,1998-06-13,20:00:00,3,Arkansas,-,-,0,0,0,50,0.1,Baxter,-,-,-,-,-,-,-,-,-,-,-,-,,36.37,-92.23,36.37,-92.23,1,,489,Unmodified
19980908.5.28,Summary,1998-09-08,14:55:00,3,Arkansas,-,-,1,0,0,100,3,Polk,-,-,-,-,-,-,-,-,-,-,-,-,,34.43,-94.42,34.4,-94.45,1,,677,Unmodified
19981005.5.29,Summary,1998-10-05,16:00:00,3,Arkansas,-,-,1,0,0,30,0.2,Howard,-,-,-,-,-,-,-,-,-,-,-,$0.04,,34.25,-94.07,34.27,-94.07,1,,870,Unmodified
19981005.5.30,Summary,1998-10-05,16:03:00,3,Arkansas,-,-,0,0,0,30,0.4,Howard,-,-,-,-,-,-,-,-,-,-,-,-,,34.27,-94.05,34.28,-94.03,1,,838,Unmodified
19981005.5.31,Summary,1998-10-05,16:17:00,3,Arkansas,-,-,0,0,0,50,0.1,Polk,-,-,-,-,-,-,-,-,-,-,-,-,,34.48,-94.15,34.48,-94.15,1,,1306,Unmodified
19981110.40.83,Summary,1998-11-10,00:35:00,3,Oklahoma,Arkansas,-,1,0,0,200,5,Le Flore,Sebastian,-,-,-,-,-,-,-,-,-,-,$0.76,,35.25,-94.45,35.33,-94.37,2,,1324,Unmodified
19981110.40.83,State,1998-11-10,00:35:00,3,Oklahoma,,,1,0,0,200,1,Le Flore,-,-,-,-,-,-,-,-,-,-,-,$0.01,,35.25,-94.45,35.33,-94.42,2,,1324,Unmodified
19981110.40.83,State,1998-11-10,00:36:00,3,Arkansas,,,1,0,0,200,4,Sebastian,-,-,-,-,-,-,-,-,-,-,-,$0.75,,35.33,-94.42,35.33,-94.37,2,,1324,Unmodified
19981110.5.33,Summary,1998-11-10,01:10:00,3,Arkansas,-,-,0,0,0,50,0.5,Franklin,-,-,-,-,-,-,-,-,-,-,-,$0.03,,35.47,-93.93,35.47,-93.93,1,,450,Unmodified
19981110.5.34,Summary,1998-11-10,02:05:00,3,Arkansas,-,-,0,0,0,100,0.5,Newton,-,-,-,-,-,-,-,-,-,-,-,-,,36,-93.05,36,-93.05,1,,458,Unmodified
19981110.5.35,Summary,1998-11-10,02:20:00,3,Arkansas,-,-,0,0,0,100,0.5,Boone,-,-,-,-,-,-,-,-,-,-,-,-,,36.17,-92.97,36.17,-92.97,1,,457,Unmodified
19981110.5.36,Summary,1998-11-10,05:30:00,3,Arkansas,-,-,0,0,0,100,4.6,Monroe,-,-,-,-,-,-,-,-,-,-,-,-,,34.7,-91.18,34.73,-91.12,1,,456,Unmodified
19990117.5.34,Summary,1999-01-17,14:51:00,3,Arkansas,-,-,2,0,0,250,7,Independence,Jackson,-,-,-,-,-,-,-,-,-,-,-,,35.58,-91.43,35.62,-91.35,1,,120,Unmodified
19990117.5.35,Summary,1999-01-17,15:06:00,3,Arkansas,-,-,1,0,0,100,2,Jackson,-,-,-,-,-,-,-,-,-,-,-,-,,35.63,-91.32,35.63,-91.27,1,,122,Unmodified
19990117.5.36,Summary,1999-01-17,15:08:00,3,Arkansas,-,-,0,0,0,50,0.2,Jackson,-,-,-,-,-,-,-,-,-,-,-,-,,35.63,-91.27,35.63,-91.27,1,,123,Unmodified
19990117.5.37,Summary,1999-01-17,15:23:00,3,Arkansas,-,-,1,0,1,200,9.2,Jackson,-,-,-,-,-,-,-,-,-,-,-,-,,35.7,-91.22,35.78,-91.08,1,,124,Unmodified
19990117.5.38,Summary,1999-01-17,15:28:00,3,Arkansas,-,-,0,0,0,-,0.5,Jackson,-,-,-,-,-,-,-,-,-,-,-,-,,35.77,-91.15,35.77,-91.15,1,,125,Unmodified
19990117.5.39,Summary,1999-01-17,15:28:00,3,Arkansas,-,-,1,0,0,200,5.7,Jackson,-,-,-,-,-,-,-,-,-,-,-,-,,35.62,-91.1,35.68,-91.03,1,,126,Unmodified
19990117.5.40,Summary,1999-01-17,15:38:00,3,Arkansas,-,-,0,0,0,-,0.2,Jackson,-,-,-,-,-,-,-,-,-,-,-,-,,35.7,-91.07,35.7,-91.07,1,,127,Unmodified
19990117.5.83,Summary,1999-01-17,15:45:00,3,Arkansas,-,-,0,0,0,-,16,Craighead,-,-,-,-,-,-,-,-,-,-,-,$0.01,,35.73,-90.98,35.88,-90.77,1,,742,Unmodified
19990117.5.85,Summary,1999-01-17,16:30:00,3,Arkansas,-,-,0,0,0,-,8,Greene,-,-,-,-,-,-,-,-,-,-,-,$0.001,,36.2,-90.47,36.23,-90.32,1,,744,Unmodified
19990117.5.81,Summary,1999-01-17,16:35:00,3,Arkansas,-,-,1,0,0,50,5.5,Greene,-,-,-,-,-,-,-,-,-,-,-,$0.03,,35.97,-90.53,35.97,-90.45,1,,740,Unmodified
19990117.5.82,Summary,1999-01-17,16:45:00,3,Arkansas,-,-,0,0,0,50,7.8,Poinsett,-,-,-,-,-,-,-,-,-,-,-,$0.01,,35.62,-90.92,35.68,-90.82,1,,741,Unmodified
19990117.5.84,Summary,1999-01-17,16:45:00,3,Arkansas,-,-,2,0,0,-,11,Craighead,-,-,-,-,-,-,-,-,-,-,-,$0.15,,35.77,-90.5,35.88,-90.43,1,,743,Unmodified
19990121.5.80,Summary,1999-01-21,15:10:00,3,Arkansas,-,-,1,0,0,-,11.1,Lafayette,Columbia,Lafayette,-,-,-,-,-,-,-,-,-,-,,33.18,-93.63,33.28,-93.47,1,,726,Unmodified
19990121.5.4,Summary,1999-01-21,15:45:00,3,Arkansas,-,-,0,0,0,-,4,Miller,-,-,-,-,-,-,-,-,-,-,-,-,,33.35,-93.97,33.37,-93.92,1,,41,Unmodified
19990121.5.7,Summary,1999-01-21,15:57:00,3,Arkansas,-,-,2,0,7,250,8,Faulkner,White,-,-,-,-,-,-,-,-,-,-,-,,35.13,-92.15,35.23,-92,1,,75,Unmodified
19990121.5.8,Summary,1999-01-21,16:29:00,3,Arkansas,-,-,1,0,0,100,7,Dallas,-,-,-,-,-,-,-,-,-,-,-,-,,33.9,-92.62,33.93,-92.57,1,,77,Unmodified
19990121.5.9,Summary,1999-01-21,16:29:00,3,Arkansas,-,-,3,0,0,500,11,Dallas,-,-,-,-,-,-,-,-,-,-,-,-,,33.92,-92.63,34.1,-92.57,1,,78,Unmodified
19990121.5.86,Summary,1999-01-21,16:30:00,3,Arkansas,-,-,1,0,0,50,4,Greene,-,-,-,-,-,-,-,-,-,-,-,$0.07,,36.17,-90.7,36.18,-90.62,1,,752,Unmodified
19990121.5.87,Summary,1999-01-21,16:33:00,3,Arkansas,-,-,0,0,0,10,0.1,Cross,-,-,-,-,-,-,-,-,-,-,-,-,,35.4,-91,35.4,-91,1,,753,Unmodified
19990121.5.10,Summary,1999-01-21,16:38:00,3,Arkansas,-,-,3,0,2,700,19,White,Independence,-,-,-,-,-,-,-,-,-,-,-,,35.43,-91.73,35.63,-91.5,1,,79,Unmodified
19990121.5.88,Summary,1999-01-21,16:45:00,3,Arkansas,-,-,0,0,0,50,12,Clay,-,-,-,-,-,-,-,-,-,-,-,$0.01,,36.32,-90.58,36.4,-90.38,1,,754,Unmodified
19990121.5.11,Summary,1999-01-21,16:46:00,3,Arkansas,-,-,2,2,2,-,16,White,-,-,-,-,-,-,-,-,-,-,-,-,,35.2,-91.95,35.28,-91.87,1,,81,Suspect
19990121.5.5,Summary,1999-01-21,16:49:00,3,Arkansas,-,-,1,0,0,-,16,Pulaski,Faulkner,Lonoke,White,-,-,-,-,-,-,-,-,-,,34.98,-92.17,35.07,-92.02,1,,82,Suspect
19990121.5.12,Summary,1999-01-21,16:55:00,3,Arkansas,-,-,2,0,3,500,20,Independence,-,-,-,-,-,-,-,-,-,-,-,-,,35.57,-91.55,35.8,-91.32,1,,86,Unmodified
19990121.5.96,Summary,1999-01-21,17:02:00,3,Arkansas,-,-,3,0,9,200,16,Monroe,St. Francis,-,-,-,-,-,-,-,-,-,-,$0.5,,34.68,-91.27,35.07,-90.97,1,,762,Unmodified
19990121.5.89,Summary,1999-01-21,17:05:00,3,Arkansas,-,-,4,0,0,400,16,Clay,-,-,-,-,-,-,-,-,-,-,-,<$50,,36.28,-90.55,36.4,-90.35,1,,755,Unmodified
19990121.5.13,Summary,1999-01-21,17:11:00,3,Arkansas,-,-,1,0,4,200,14,Jefferson,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,34.28,-92.12,34.42,-91.98,1,,88,Unmodified
19990121.5.92,Summary,1999-01-21,17:25:00,3,Arkansas,-,-,0,0,0,10,0.1,Lee,-,-,-,-,-,-,-,-,-,-,-,-,,34.8,-91.08,34.8,-91.08,1,,758,Unmodified
19990121.5.93,Summary,1999-01-21,17:25:00,3,Arkansas,-,-,0,0,0,10,0.1,St. Francis,-,-,-,-,-,-,-,-,-,-,-,-,,34.93,-91.02,34.93,-91.02,1,,759,Unmodified
19990121.5.14,Summary,1999-01-21,17:30:00,3,Arkansas,-,-,1,0,0,-,16,Jefferson,Lonoke,-,-,-,-,-,-,-,-,-,-,-,,34.42,-91.95,34.62,-91.83,1,,89,Unmodified
19990121.5.15,Summary,1999-01-21,17:34:00,3,Arkansas,-,-,1,0,0,100,2,Hot Spring,-,-,-,-,-,-,-,-,-,-,-,-,,34.2,-92.92,34.2,-92.88,1,,91,Unmodified
19990121.5.16,Summary,1999-01-21,17:37:00,3,Arkansas,-,-,1,0,0,100,4,Hot Spring,-,-,-,-,-,-,-,-,-,-,-,-,,34.2,-92.87,34.23,-92.82,1,,92,Unmodified
19990121.5.17,Summary,1999-01-21,17:38:00,3,Arkansas,-,-,1,0,0,100,1,White,-,-,-,-,-,-,-,-,-,-,-,-,,35.2,-92.05,35.22,-92.02,1,,93,Unmodified
19990121.5.18,Summary,1999-01-21,17:47:00,3,Arkansas,-,-,2,0,0,300,10,White,-,-,-,-,-,-,-,-,-,-,-,-,,35.25,-91.98,35.35,-91.9,1,,94,Unmodified
19990121.5.94,Summary,1999-01-21,18:00:00,3,Arkansas,-,-,0,0,0,10,0.1,Lawrence,-,-,-,-,-,-,-,-,-,-,-,-,,36.05,-91,36.05,-91,1,,760,Unmodified
19990121.5.19,Summary,1999-01-21,18:05:00,3,Arkansas,-,-,3,0,0,-,31,Independence,Jackson,Lawrence,-,-,-,-,-,-,-,-,-,$0.01,,35.65,-91.43,35.97,-91.12,1,,95,Unmodified
19990121.5.20,Summary,1999-01-21,18:13:00,3,Arkansas,-,-,2,0,0,250,7,Prairie,-,-,-,-,-,-,-,-,-,-,-,-,,34.75,-91.62,34.82,-91.6,1,,97,Unmodified
19990121.5.95,Summary,1999-01-21,18:15:00,3,Arkansas,-,-,0,0,0,10,0.1,St. Francis,-,-,-,-,-,-,-,-,-,-,-,-,,35.13,-90.82,35.13,-90.82,1,,761,Unmodified
19990121.5.21,Summary,1999-01-21,18:18:00,3,Arkansas,-,-,3,0,0,400,11,Hot Spring,Grant,-,-,-,-,-,-,-,-,-,-,-,,34.3,-92.72,34.35,-92.67,1,,98,Unmodified
19990121.5.22,Summary,1999-01-21,18:20:00,3,Arkansas,-,-,2,1,3,350,11,White,Independence,-,-,-,-,-,-,-,-,-,-,-,,35.5,-91.7,35.6,-91.57,1,,100,Unmodified
19990121.5.23,Summary,1999-01-21,18:21:00,3,Arkansas,-,-,3,0,0,417,39,Prairie,-,-,-,-,-,-,-,-,-,-,-,-,,34.85,-91.65,35.03,-91.5,1,,102,Suspect
19990121.5.47,Summary,1999-01-21,18:24:00,3,Arkansas,-,-,3,3,72,417,39,Saline,Pulaski,-,-,-,-,-,-,-,-,-,-,-,,34.55,-92.42,34.82,-92.22,1,,103,Suspect
19990121.5.24,Summary,1999-01-21,18:38:00,3,Arkansas,-,-,1,0,0,-,1,White,-,-,-,-,-,-,-,-,-,-,-,-,,35.22,-92.05,35.22,-92.03,1,,105,Unmodified
19990121.5.25,Summary,1999-01-21,18:42:00,3,Arkansas,-,-,2,0,6,400,15,Pulaski,Lonoke,-,-,-,-,-,-,-,-,-,-,-,,34.67,-92.2,34.87,-92.02,1,,106,Unmodified
19990121.5.90,Summary,1999-01-21,18:50:00,3,Arkansas,-,-,1,0,0,-,1,Clay,-,-,-,-,-,-,-,-,-,-,-,$0.05,,36.47,-90.63,36.47,-90.62,1,,756,Unmodified
19990121.5.26,Summary,1999-01-21,18:54:00,3,Arkansas,-,-,1,0,0,117,10,White,Cleburne,White,-,-,-,-,-,-,-,-,-,-,,35.35,-91.9,35.47,-91.82,1,,108,Unmodified
19990121.5.27,Summary,1999-01-21,19:02:00,3,Arkansas,-,-,0,0,0,-,4,Woodruff,-,-,-,-,-,-,-,-,-,-,-,-,,35.25,-91.27,35.28,-91.25,1,,111,Unmodified
19990121.5.97,Summary,1999-01-21,19:05:00,3,Arkansas,-,-,2,0,0,10,0.1,Lawrence,-,-,-,-,-,-,-,-,-,-,-,-,,36.08,-90.97,36.08,-90.97,1,,763,Unmodified
19990121.5.1,Summary,1999-01-21,19:11:00,3,Arkansas,-,-,0,0,0,50,0.5,Sebastian,-,-,-,-,-,-,-,-,-,-,-,-,,35.3,-94.18,35.3,-94.18,1,,5,Unmodified
19990121.22.53,Summary,1999-01-21,19:15:00,3,Louisiana,Arkansas,-,1,0,0,200,27,Morehouse,Ashley,Chicot,-,-,-,-,-,-,-,-,-,$0.12,,32.97,-91.67,33.37,-91.28,2,,699,Unmodified
19990121.22.53,State,1999-01-21,19:15:00,3,Louisiana,,,1,0,0,200,7,Morehouse,-,-,-,-,-,-,-,-,-,-,-,$0.02,,32.97,-91.67,33.02,-91.57,2,,699,Unmodified
19990121.22.53,State,1999-01-21,19:24:00,3,Arkansas,,,1,0,0,200,20,Ashley,Chicot,-,-,-,-,-,-,-,-,-,-,$0.1,,33.02,-91.63,33.37,-91.28,2,,699,Unmodified
19990121.5.28,Summary,1999-01-21,19:18:00,3,Arkansas,-,-,1,0,1,200,2,Lonoke,-,-,-,-,-,-,-,-,-,-,-,-,,35.02,-91.95,35.05,-91.95,1,,112,Unmodified
19990121.5.29,Summary,1999-01-21,19:25:00,3,Arkansas,-,-,3,2,29,1000,8,White,-,-,-,-,-,-,-,-,-,-,-,-,,35.05,-91.92,35.13,-91.8,1,,113,Unmodified
19990121.5.91,Summary,1999-01-21,19:25:00,3,Arkansas,-,-,2,0,0,100,7,Clay,-,-,-,-,-,-,-,-,-,-,-,$50M-$500M,,36.38,-90.67,36.42,-90.53,1,,757,Unmodified
19990121.5.30,Summary,1999-01-21,19:33:00,3,Arkansas,-,-,2,0,0,400,7,Independence,-,-,-,-,-,-,-,-,-,-,-,-,,35.65,-91.52,35.72,-91.42,1,,114,Unmodified
19990121.5.31,Summary,1999-01-21,19:59:00,3,Arkansas,-,-,0,0,0,-,1,Pulaski,-,-,-,-,-,-,-,-,-,-,-,-,,34.82,-92.1,34.83,-92.07,1,,115,Unmodified
19990121.5.100,Summary,1999-01-21,20:10:00,3,Arkansas,-,-,0,0,0,10,5,Craighead,-,-,-,-,-,-,-,-,-,-,-,-,,35.92,-90.83,35.97,-90.8,1,,766,Unmodified
19990121.5.3,Summary,1999-01-21,20:13:00,3,Arkansas,-,-,2,0,0,50,21.1,Hempstead,-,-,-,-,-,-,-,-,-,-,-,$0.03,,33.72,-93.75,33.93,-93.5,1,,40,Unmodified
19990121.5.32,Summary,1999-01-21,20:20:00,3,Arkansas,-,-,1,0,3,100,9,Jackson,Independence,Jackson,-,-,-,-,-,-,-,-,-,-,,35.5,-91.4,35.6,-91.28,1,,116,Unmodified
19990121.5.98,Summary,1999-01-21,20:50:00,3,Arkansas,-,-,0,0,0,10,0.1,Greene,-,-,-,-,-,-,-,-,-,-,-,$0.01,,36.18,-90.38,36.18,-90.38,1,,764,Unmodified
19990121.5.99,Summary,1999-01-21,20:55:00,3,Arkansas,-,-,0,0,1,-,7,Craighead,Lawrence,-,-,-,-,-,-,-,-,-,-,$0.06,,35.83,-91,35.92,-90.93,1,,765,Unmodified
19990121.5.101,Summary,1999-01-21,21:20:00,3,Arkansas,-,-,0,0,0,20,3,Craighead,-,-,-,-,-,-,-,-,-,-,-,-,,35.85,-90.7,35.88,-90.7,1,,767,Unmodified
19990121.5.102,Summary,1999-01-21,21:40:00,3,Arkansas,-,-,0,0,0,20,5.5,Craighead,Greene,-,-,-,-,-,-,-,-,-,-,$0.01,,35.93,-90.5,36,-90.42,1,,768,Unmodified
19990121.5.104,Summary,1999-01-21,21:55:00,3,Arkansas,-,-,0,0,0,10,0.1,Mississippi,-,-,-,-,-,-,-,-,-,-,-,-,,35.57,-90.05,35.57,-90.05,1,,770,Unmodified
19990121.5.103,Summary,1999-01-21,22:00:00,3,Arkansas,-,-,0,0,0,20,3,Craighead,-,-,-,-,-,-,-,-,-,-,-,$0.01,,35.73,-90.6,35.77,-90.57,1,,769,Unmodified
19990122.22.6,Summary,1999-01-22,01:50:00,3,Louisiana,Arkansas,-,1,0,0,40,21,Union,Union,-,-,-,-,-,-,-,-,-,-,$0.003,,32.87,-92.42,33.07,-92.13,2,,43,Unmodified
19990122.22.6,State,1999-01-22,01:50:00,3,Louisiana,,,1,0,0,40,14,Union,-,-,-,-,-,-,-,-,-,-,-,-,,32.87,-92.42,33,-92.23,2,,43,Unmodified
19990122.22.6,State,1999-01-22,02:25:00,3,Arkansas,,,1,0,0,40,7,Union,-,-,-,-,-,-,-,-,-,-,-,$0.003,,33,-92.22,33.07,-92.13,2,,43,Unmodified
19990122.5.33,Summary,1999-01-22,02:25:00,3,Arkansas,-,-,1,0,0,100,3,Grant,-,-,-,-,-,-,-,-,-,-,-,-,,34.32,-92.65,34.37,-92.63,1,,119,Unmodified
19990122.5.2,Summary,1999-01-22,08:23:00,3,Arkansas,-,-,0,0,0,50,1.5,Chicot,-,-,-,-,-,-,-,-,-,-,-,-,,33,-91.27,33,-91.27,1,,17,Unmodified
19990122.5.6,Summary,1999-01-22,19:35:00,3,Arkansas,-,-,0,0,0,-,3.6,Miller,-,-,-,-,-,-,-,-,-,-,-,-,,33.05,-93.92,33.05,-93.82,1,,44,Unmodified
19990206.5.41,Summary,1999-02-06,21:39:00,3,Arkansas,-,-,2,0,0,250,8,Pope,-,-,-,-,-,-,-,-,-,-,-,-,,35.23,-93.07,35.3,-92.92,1,,160,Unmodified
19990206.5.42,Summary,1999-02-06,23:05:00,3,Arkansas,-,-,1,0,0,100,1,White,-,-,-,-,-,-,-,-,-,-,-,-,,35.08,-91.9,35.08,-91.88,1,,161,Unmodified
19990305.5.43,Summary,1999-03-05,16:36:00,3,Arkansas,-,-,0,0,0,30,0.5,Crawford,-,-,-,-,-,-,-,-,-,-,-,$0.001,,35.48,-94.27,35.48,-94.27,1,,162,Unmodified
19990305.5.51,Summary,1999-03-05,17:30:00,3,Arkansas,-,-,2,0,0,200,7,Johnson,-,-,-,-,-,-,-,-,-,-,-,-,,35.45,-93.6,35.45,-93.48,1,,211,Unmodified
19990305.5.50,Summary,1999-03-05,17:42:00,3,Arkansas,-,-,2,0,0,200,12,Polk,-,-,-,-,-,-,-,-,-,-,-,-,,34.62,-94.2,34.67,-94,1,,210,Unmodified
19990305.5.52,Summary,1999-03-05,17:46:00,3,Arkansas,-,-,1,0,0,100,7,Johnson,-,-,-,-,-,-,-,-,-,-,-,-,,35.45,-93.43,35.43,-93.33,1,,212,Unmodified
19990305.5.53,Summary,1999-03-05,18:15:00,3,Arkansas,-,-,1,0,0,100,10,Pope,-,-,-,-,-,-,-,-,-,-,-,-,,35.47,-93.12,35.5,-92.95,1,,213,Unmodified
19990305.5.44,Summary,1999-03-05,18:18:00,3,Arkansas,-,-,2,0,0,183,27.2,Polk,Howard,Pike,-,-,-,-,-,-,-,-,-,$0.06,,34.2,-94.37,34.25,-93.9,1,,167,Unmodified
19990305.5.54,Summary,1999-03-05,18:55:00,3,Arkansas,-,-,1,0,0,100,5.5,Van Buren,-,-,-,-,-,-,-,-,-,-,-,-,,35.45,-92.7,35.52,-92.62,1,,214,Unmodified
19990305.5.49,Summary,1999-03-05,18:56:00,3,Arkansas,-,-,2,0,0,200,10,Pike,-,-,-,-,-,-,-,-,-,-,-,-,,34.2,-93.92,34.22,-93.75,1,,207,Unmodified
19990305.5.55,Summary,1999-03-05,19:02:00,3,Arkansas,-,-,3,0,0,350,10,Van Buren,-,-,-,-,-,-,-,-,-,-,-,-,,35.48,-92.62,35.52,-92.4,1,,215,Unmodified
19990305.5.46,Summary,1999-03-05,19:16:00,3,Arkansas,-,-,3,0,0,400,13,Pike,Clark,-,-,-,-,-,-,-,-,-,-,$50-$500,,34.23,-93.65,34.22,-93.3,1,,203,Unmodified
19990305.5.48,Summary,1999-03-05,19:43:00,3,Arkansas,-,-,2,0,0,200,23,Clark,Hot Spring,-,-,-,-,-,-,-,-,-,-,-,,34.2,-93.37,34.2,-92.98,1,,205,Unmodified
19990305.5.45,Summary,1999-03-05,20:34:00,3,Arkansas,-,-,1,0,0,100,12,Hot Spring,Grant,-,-,-,-,-,-,-,-,-,-,-,,34.23,-92.73,34.23,-92.55,1,,201,Unmodified
19990403.5.57,Summary,1999-04-03,16:35:00,3,Arkansas,-,-,0,0,2,50,1,Stone,-,-,-,-,-,-,-,-,-,-,-,-,,35.72,-91.98,35.72,-91.97,1,,272,Unmodified
19990403.5.59,Summary,1999-04-03,16:50:00,3,Arkansas,Missouri,-,1,0,2,50,10.5,Fulton,Oregon,-,-,-,-,-,-,-,-,-,-,$0.05,,36.45,-91.52,36.55,-91.38,2,,275,Unmodified
19990403.5.59,State,1999-04-03,16:50:00,3,Arkansas,,,1,0,2,100,4.5,Fulton,-,-,-,-,-,-,-,-,-,-,-,-,,36.45,-91.52,36.5,-91.45,2,,275,Unmodified
19990403.5.59,State,1999-04-03,17:15:00,3,Missouri,,,0,0,0,50,6,Oregon,-,-,-,-,-,-,-,-,-,-,-,$0.05,,36.5,-91.52,36.55,-91.38,2,,275,Unmodified
